GOID	Ontology	Definition	Level
GO:0032432	CC	actin filament bundle	5
GO:0032433	CC	filopodium tip	4
GO:0032434	BP	regulation of proteasomal ubiquitin-dependent protein catabolic process	7
GO:0032435	BP	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	6
GO:0032436	BP	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	6
GO:0032437	CC	cuticular plate	5
GO:0032438	BP	melanosome organization	5
GO:0032439	BP	endosome localization	5
GO:0032440	MF	2-alkenal reductase [NAD(P)] activity	6
GO:0032441	MF	pheophorbide a oxygenase activity	5
GO:0032442	MF	phenylcoumaran benzylic ether reductase activity	6
GO:0032443	BP	regulation of ergosterol biosynthetic process	6
GO:0032444	CC	activin responsive factor complex	5
GO:0032445	BP	fructose import	9
GO:0032446	BP	protein modification by small protein conjugation	7
GO:0032447	BP	protein urmylation	8
GO:0032448	MF	DNA hairpin binding	7
GO:0032449	CC	CBM complex	4
GO:0032450	MF	maltose alpha-glucosidase activity	8
GO:0032451	MF	demethylase activity	3
GO:0032452	MF	histone demethylase activity	4
GO:0032453	MF	histone demethylase activity (H3-K4 specific)	5
GO:0032454	MF	histone demethylase activity (H3-K9 specific)	5
GO:0032455	BP	nerve growth factor processing	5
GO:0032456	BP	endocytic recycling	5
GO:0032457	BP	fast endocytic recycling	6
GO:0032458	BP	slow endocytic recycling	6
GO:0032459	BP	regulation of protein oligomerization	5
GO:0032460	BP	negative regulation of protein oligomerization	5
GO:0032461	BP	positive regulation of protein oligomerization	5
GO:0032462	BP	regulation of protein homooligomerization	6
GO:0032463	BP	negative regulation of protein homooligomerization	6
GO:0032464	BP	positive regulation of protein homooligomerization	6
GO:0032465	BP	regulation of cytokinesis	4
GO:0032466	BP	negative regulation of cytokinesis	4
GO:0032467	BP	positive regulation of cytokinesis	4
GO:0032468	BP	Golgi calcium ion homeostasis	9
GO:0032469	BP	endoplasmic reticulum calcium ion homeostasis	9
GO:0032470	BP	elevation of endoplasmic reticulum calcium ion concentration	10
GO:0032471	BP	reduction of endoplasmic reticulum calcium ion concentration	10
GO:0032472	BP	Golgi calcium ion transport	5
GO:0032473	CC	external side of mitochondrial outer membrane	4
GO:0032474	BP	otolith morphogenesis	5
GO:0032475	BP	otolith formation	4
GO:0032476	CC	decaprenyl diphosphate synthase complex	4
GO:0032477	CC	homodimeric decaprenyl diphosphate synthase complex	5
GO:0032478	CC	heterotetrameric decaprenyl diphosphate synthase complex	4
GO:0032479	BP	regulation of type I interferon production	5
GO:0032480	BP	negative regulation of type I interferon production	5
GO:0032481	BP	positive regulation of type I interferon production	5
GO:0032482	BP	Rab protein signal transduction	7
GO:0032483	BP	regulation of Rab protein signal transduction	7
GO:0032484	BP	Ral protein signal transduction	7
GO:0032485	BP	regulation of Ral protein signal transduction	7
GO:0032486	BP	Rap protein signal transduction	7
GO:0032487	BP	regulation of Rap protein signal transduction	7
GO:0032488	BP	Cdc42 protein signal transduction	8
GO:0032489	BP	regulation of Cdc42 protein signal transduction	8
GO:0032490	BP	detection of molecule of bacterial origin	5
GO:0032491	BP	detection of molecule of fungal origin	5
GO:0032492	BP	detection of molecule of oomycetes origin	5
GO:0032493	BP	response to bacterial lipoprotein	5
GO:0032494	BP	response to peptidoglycan	5
GO:0032495	BP	response to muramyl dipeptide	6
GO:0032496	BP	response to lipopolysaccharide	5
GO:0032497	BP	detection of lipopolysaccharide	6
GO:0032498	BP	detection of muramyl dipeptide	7
GO:0032499	BP	detection of peptidoglycan	6
GO:0032500	MF	muramyl dipeptide binding	7
GO:0032501	BP	multicellular organismal process	2
GO:0032502	BP	developmental process	2
GO:0032504	BP	multicellular organism reproduction	3
GO:0032505	BP	reproduction of a single-celled organism	3
GO:0032506	BP	cytokinetic process	3
GO:0032507	BP	maintenance of protein location in cell	4
GO:0032508	BP	DNA duplex unwinding	8
GO:0032509	BP	endosome transport via multivesicular body sorting pathway	5
GO:0032510	BP	endosome to lysosome transport via multivesicular body sorting pathway	6
GO:0032511	BP	late endosome to vacuole transport via multivesicular body sorting pathway	6
GO:0032512	BP	regulation of protein phosphatase type 2B activity	8
GO:0032513	BP	negative regulation of protein phosphatase type 2B activity	9
GO:0032514	BP	positive regulation of protein phosphatase type 2B activity	9
GO:0032515	BP	negative regulation of phosphoprotein phosphatase activity	8
GO:0032516	BP	positive regulation of phosphoprotein phosphatase activity	8
GO:0032517	CC	SOD1-calcineurin complex	4
GO:0032518	MF	amino acid-exporting ATPase activity	8
GO:0032519	MF	cysteine-exporting ATPase activity	9
GO:0032520	MF	amino acid-importing ATPase activity	8
GO:0032521	MF	D-methionine-exporting ATPase activity	9
GO:0032522	MF	D-methionine-importing ATPase activity	9
GO:0032523	MF	silicon efflux transmembrane transporter activity	5
GO:0032525	BP	somite rostral/caudal axis specification	5
GO:0032526	BP	response to retinoic acid	7
GO:0032527	BP	protein exit from endoplasmic reticulum	6
GO:0032528	BP	microvillus organization	6
GO:0032529	BP	follicle cell microvillus organization	7
GO:0032530	BP	regulation of microvillus organization	5
GO:0032531	BP	regulation of follicle cell microvillus organization	6
GO:0032532	BP	regulation of microvillus length	6
GO:0032533	BP	regulation of follicle cell microvillus length	7
GO:0032534	BP	regulation of microvillus assembly	5
GO:0032535	BP	regulation of cellular component size	4
GO:0032536	BP	regulation of cell projection size	5
GO:0032537	BP	host-seeking behavior	4
GO:0032538	BP	regulation of host-seeking behavior	5
GO:0032539	BP	negative regulation of host-seeking behavior	5
GO:0032540	BP	positive regulation of host-seeking behavior	5
GO:0032541	CC	cortical endoplasmic reticulum	5
GO:0032542	MF	sulfiredoxin activity	3
GO:0032543	BP	mitochondrial translation	6
GO:0032544	BP	plastid translation	6
GO:0032545	CC	CURI complex	4
GO:0032546	MF	deoxyribonucleoside binding	5
GO:0032547	MF	purine deoxyribonucleoside binding	6
GO:0032548	MF	pyrimidine deoxyribonucleoside binding	6
GO:0032549	MF	ribonucleoside binding	5
GO:0032550	MF	purine ribonucleoside binding	6
GO:0032551	MF	pyrimidine ribonucleoside binding	6
GO:0032552	MF	deoxyribonucleotide binding	5
GO:0032553	MF	ribonucleotide binding	5
GO:0032554	MF	purine deoxyribonucleotide binding	6
GO:0032555	MF	purine ribonucleotide binding	6
GO:0032556	MF	pyrimidine deoxyribonucleotide binding	6
GO:0032557	MF	pyrimidine ribonucleotide binding	6
GO:0032558	MF	adenyl deoxyribonucleotide binding	7
GO:0032559	MF	adenyl ribonucleotide binding	7
GO:0032560	MF	guanyl deoxyribonucleotide binding	7
GO:0032561	MF	guanyl ribonucleotide binding	7
GO:0032562	MF	dAMP binding	8
GO:0032563	MF	dADP binding	8
GO:0032564	MF	dATP binding	8
GO:0032565	MF	dGMP binding	8
GO:0032566	MF	dGDP binding	8
GO:0032567	MF	dGTP binding	8
GO:0032570	BP	response to progesterone stimulus	6
GO:0032571	BP	response to vitamin K	6
GO:0032572	BP	response to menaquinone	7
GO:0032573	BP	response to phylloquinone	7
GO:0032574	MF	5'-3' RNA helicase activity	10
GO:0032575	MF	ATP-dependent 5'-3' RNA helicase activity	11
GO:0032576	MF	O-linoleoyltransferase activity	7
GO:0032577	MF	phosphatidylcholine:cardiolipin O-linoleoyltransferase activity	8
GO:0032578	CC	aleurone grain membrane	6
GO:0032579	CC	apical lamina of hyaline layer	4
GO:0032580	CC	Golgi cisterna membrane	5
GO:0032581	BP	ER-dependent peroxisome organization	7
GO:0032584	CC	growth cone membrane	4
GO:0032585	CC	multivesicular body membrane	6
GO:0032586	CC	protein storage vacuole membrane	6
GO:0032587	CC	ruffle membrane	5
GO:0032588	CC	trans-Golgi network membrane	5
GO:0032589	CC	neuron projection membrane	5
GO:0032590	CC	dendrite membrane	6
GO:0032591	CC	dendritic spine membrane	5
GO:0032592	CC	integral to mitochondrial membrane	4
GO:0032593	CC	insulin-responsive compartment	7
GO:0032594	BP	protein transport within lipid bilayer	4
GO:0032595	BP	B cell receptor transport within lipid bilayer	5
GO:0032596	BP	protein transport into membrane raft	5
GO:0032597	BP	B cell receptor transport into membrane raft	6
GO:0032598	BP	B cell receptor transport into immunological synapse	7
GO:0032599	BP	protein transport out of membrane raft	5
GO:0032600	BP	chemokine receptor transport out of membrane raft	6
GO:0032601	BP	connective tissue growth factor production	4
GO:0032602	BP	chemokine production	4
GO:0032603	BP	fractalkine production	5
GO:0032604	BP	granulocyte macrophage colony-stimulating factor production	4
GO:0032605	BP	hepatocyte growth factor production	4
GO:0032606	BP	type I interferon production	4
GO:0032607	BP	interferon-alpha production	5
GO:0032608	BP	interferon-beta production	5
GO:0032609	BP	interferon-gamma production	4
GO:0032610	BP	interleukin-1 alpha production	5
GO:0032611	BP	interleukin-1 beta production	5
GO:0032612	BP	interleukin-1 production	4
GO:0032613	BP	interleukin-10 production	4
GO:0032614	BP	interleukin-11 production	4
GO:0032615	BP	interleukin-12 production	4
GO:0032616	BP	interleukin-13 production	4
GO:0032617	BP	interleukin-14 production	4
GO:0032618	BP	interleukin-15 production	4
GO:0032619	BP	interleukin-16 production	4
GO:0032620	BP	interleukin-17 production	4
GO:0032621	BP	interleukin-18 production	4
GO:0032622	BP	interleukin-19 production	4
GO:0032623	BP	interleukin-2 production	4
GO:0032624	BP	interleukin-20 production	4
GO:0032625	BP	interleukin-21 production	4
GO:0032626	BP	interleukin-22 production	4
GO:0032627	BP	interleukin-23 production	4
GO:0032628	BP	interleukin-24 production	4
GO:0032629	BP	interleukin-25 production	4
GO:0032630	BP	interleukin-26 production	4
GO:0032631	BP	interleukin-27 production	4
GO:0032632	BP	interleukin-3 production	4
GO:0032633	BP	interleukin-4 production	4
GO:0032634	BP	interleukin-5 production	4
GO:0032635	BP	interleukin-6 production	4
GO:0032636	BP	interleukin-7 production	4
GO:0032637	BP	interleukin-8 production	4
GO:0032638	BP	interleukin-9 production	4
GO:0032639	BP	TRAIL production	5
GO:0032640	BP	tumor necrosis factor production	5
GO:0032641	BP	lymphotoxin A production	5
GO:0032642	BP	regulation of chemokine production	5
GO:0032643	BP	regulation of connective tissue growth factor production	5
GO:0032644	BP	regulation of fractalkine production	6
GO:0032645	BP	regulation of granulocyte macrophage colony-stimulating factor production	5
GO:0032646	BP	regulation of hepatocyte growth factor production	5
GO:0032647	BP	regulation of interferon-alpha production	6
GO:0032648	BP	regulation of interferon-beta production	6
GO:0032649	BP	regulation of interferon-gamma production	5
GO:0032650	BP	regulation of interleukin-1 alpha production	6
GO:0032651	BP	regulation of interleukin-1 beta production	6
GO:0032652	BP	regulation of interleukin-1 production	5
GO:0032653	BP	regulation of interleukin-10 production	5
GO:0032654	BP	regulation of interleukin-11 production	5
GO:0032655	BP	regulation of interleukin-12 production	5
GO:0032656	BP	regulation of interleukin-13 production	5
GO:0032657	BP	regulation of interleukin-14 production	5
GO:0032658	BP	regulation of interleukin-15 production	5
GO:0032659	BP	regulation of interleukin-16 production	5
GO:0032660	BP	regulation of interleukin-17 production	5
GO:0032661	BP	regulation of interleukin-18 production	5
GO:0032662	BP	regulation of interleukin-19 production	5
GO:0032663	BP	regulation of interleukin-2 production	5
GO:0032664	BP	regulation of interleukin-20 production	5
GO:0032665	BP	regulation of interleukin-21 production	5
GO:0032666	BP	regulation of interleukin-22 production	5
GO:0032667	BP	regulation of interleukin-23 production	5
GO:0032668	BP	regulation of interleukin-24 production	5
GO:0032669	BP	regulation of interleukin-25 production	5
GO:0032670	BP	regulation of interleukin-26 production	5
GO:0032671	BP	regulation of interleukin-27 production	5
GO:0032672	BP	regulation of interleukin-3 production	5
GO:0032673	BP	regulation of interleukin-4 production	5
GO:0032674	BP	regulation of interleukin-5 production	5
GO:0032675	BP	regulation of interleukin-6 production	5
GO:0032676	BP	regulation of interleukin-7 production	5
GO:0032677	BP	regulation of interleukin-8 production	5
GO:0032678	BP	regulation of interleukin-9 production	5
GO:0032679	BP	regulation of TRAIL production	5
GO:0032680	BP	regulation of tumor necrosis factor production	5
GO:0032681	BP	regulation of lymphotoxin A production	5
GO:0032682	BP	negative regulation of chemokine production	5
GO:0032683	BP	negative regulation of connective tissue growth factor production	5
GO:0032684	BP	negative regulation of fractalkine production	6
GO:0032685	BP	negative regulation of granulocyte macrophage colony-stimulating factor production	5
GO:0032686	BP	negative regulation of hepatocyte growth factor production	5
GO:0032687	BP	negative regulation of interferon-alpha production	6
GO:0032688	BP	negative regulation of interferon-beta production	6
GO:0032689	BP	negative regulation of interferon-gamma production	5
GO:0032690	BP	negative regulation of interleukin-1 alpha production	6
GO:0032691	BP	negative regulation of interleukin-1 beta production	6
GO:0032692	BP	negative regulation of interleukin-1 production	5
GO:0032693	BP	negative regulation of interleukin-10 production	5
GO:0032694	BP	negative regulation of interleukin-11 production	5
GO:0032695	BP	negative regulation of interleukin-12 production	5
GO:0032696	BP	negative regulation of interleukin-13 production	5
GO:0032697	BP	negative regulation of interleukin-14 production	5
GO:0032698	BP	negative regulation of interleukin-15 production	5
GO:0032699	BP	negative regulation of interleukin-16 production	5
GO:0032700	BP	negative regulation of interleukin-17 production	5
GO:0032701	BP	negative regulation of interleukin-18 production	5
GO:0032702	BP	negative regulation of interleukin-19 production	5
GO:0032703	BP	negative regulation of interleukin-2 production	5
GO:0032704	BP	negative regulation of interleukin-20 production	5
GO:0032705	BP	negative regulation of interleukin-21 production	5
GO:0032706	BP	negative regulation of interleukin-22 production	5
GO:0032707	BP	negative regulation of interleukin-23 production	5
GO:0032708	BP	negative regulation of interleukin-24 production	5
GO:0032709	BP	negative regulation of interleukin-25 production	5
GO:0032710	BP	negative regulation of interleukin-26 production	5
GO:0032711	BP	negative regulation of interleukin-27 production	5
GO:0032712	BP	negative regulation of interleukin-3 production	5
GO:0032713	BP	negative regulation of interleukin-4 production	5
GO:0032714	BP	negative regulation of interleukin-5 production	5
GO:0032715	BP	negative regulation of interleukin-6 production	5
GO:0032716	BP	negative regulation of interleukin-7 production	5
